attack,defense,hp,icon_url,name,sp_atk,sp_def,speed,total,type
250,70,,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,Marill,20,50,20,250,"Water,Fairy"
420,100,,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,Azumarill,50,80,60,420,"Water,Fairy"
410,70,,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,Sudowoodo,100,115,30,410,Rock
500,90,,https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,Politoed,75,75,90,500,Water
250,35,,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,Hoppip,35,40,35,250,"Grass,Flying"
340,55,,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,Skiploom,45,50,45,340,"Grass,Flying"
460,75,,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,Jumpluff,55,70,55,460,"Grass,Flying"
360,55,,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,Aipom,70,55,40,360,Normal
180,30,,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,Sunkern,30,30,30,180,Grass
425,75,,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,Sunflora,75,55,105,425,Grass
390,65,,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,Yanma,65,45,75,390,"Bug,Flying"
210,55,,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,Wooper,45,45,25,210,"Water,Ground"
210,55,,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png,Wooper,45,45,25,210,"Poison,Ground"
430,95,,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,Quagsire,85,85,65,430,"Water,Ground"
525,65,,https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,Espeon,65,60,130,525,Psychic
525,95,,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,Umbreon,65,110,60,525,Dark
405,60,,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,Murkrow,85,42,85,405,"Dark,Flying"
490,95,,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,Slowking,75,80,100,490,"Water,Psychic"
490,95,,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,Slowking,65,80,110,490,"Poison,Psychic"
435,60,,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,Misdreavus,60,60,85,435,Ghost
336,48,,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,Unown,72,48,72,336,Psychic
405,190,,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,Wobbuffet,33,58,33,405,Psychic
455,70,,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,Girafarig,80,65,90,455,"Normal,Psychic"
290,50,,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,Pineco,65,90,35,290,Bug
465,75,,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,Forretress,90,140,60,465,"Bug,Steel"
415,100,,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,Dunsparce,70,70,65,415,Normal
430,65,,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,Gligar,75,105,35,430,"Ground,Flying"
510,75,,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,Steelix,85,200,55,510,"Steel,Ground"
610,75,,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,Steelix,125,230,55,610,"Steel,Ground"
300,60,,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,Snubbull,80,50,40,300,Fairy
450,90,,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,Granbull,120,75,60,450,Fairy
440,65,,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,Qwilfish,95,85,55,440,"Water,Poison"
440,65,,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png,Qwilfish,95,85,55,440,"Dark,Poison"
500,70,,https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,Scizor,130,100,55,500,"Bug,Steel"
600,70,,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,Scizor,150,140,65,600,"Bug,Steel"
505,20,,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,Shuckle,10,230,10,505,"Bug,Rock"
500,80,,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,Heracross,125,75,40,500,"Bug,Fighting"
600,80,,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,Heracross,185,115,40,600,"Bug,Fighting"
430,55,,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,Sneasel,95,55,35,430,"Dark,Ice"
430,55,,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png,Sneasel,95,55,35,430,"Fighting,Poison"
330,60,,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,Teddiursa,80,50,50,330,Normal
500,90,,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,Ursaring,130,75,75,500,Normal
250,40,,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,Slugma,40,40,70,250,Fire
430,60,,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,Magcargo,50,120,90,430,"Fire,Rock"
250,50,,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,Swinub,50,40,30,250,"Ice,Ground"
450,100,,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,Piloswine,100,80,60,450,"Ice,Ground"
410,65,,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,Corsola,55,95,65,410,"Water,Rock"
410,60,,https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,Corsola,55,100,65,410,Ghost
300,35,,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,Remoraid,65,35,65,300,Water
480,75,,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,Octillery,105,75,105,480,Water
330,45,,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,Delibird,55,45,65,330,"Ice,Flying"
485,85,,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,Mantine,40,70,80,485,"Water,Flying"
465,65,,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,Skarmory,80,140,40,465,"Steel,Flying"
330,45,,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,Houndour,60,30,80,330,"Dark,Fire"
500,75,,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,Houndoom,90,50,110,500,"Dark,Fire"
600,75,,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,Houndoom,90,90,140,600,"Dark,Fire"
540,75,,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,Kingdra,95,95,95,540,"Water,Dragon"
330,90,,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,Phanpy,60,60,40,330,Ground
500,90,,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,Donphan,120,120,60,500,Ground
515,85,,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,Porygon2,80,90,105,515,Normal
465,73,,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,Stantler,95,62,85,465,Normal
250,55,,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,Smeargle,20,35,20,250,Normal
210,35,,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,Tyrogue,35,35,35,210,Fighting
455,50,,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,Hitmontop,95,95,35,455,Fighting
305,45,,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,Smoochum,30,15,85,305,"Ice,Psychic"
360,45,,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,Elekid,63,37,65,360,Electric
365,45,,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,Magby,75,37,70,365,Fire
490,95,,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,Miltank,80,105,40,490,Normal
540,255,,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,Blissey,10,10,75,540,Normal
580,90,,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,Raikou,85,75,115,580,Electric
580,115,,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,Entei,115,85,90,580,Fire
580,100,,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,Suicune,75,115,90,580,Water
300,50,,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,Larvitar,64,50,45,300,"Rock,Ground"
410,70,,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,Pupitar,84,70,65,410,"Rock,Ground"
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,Tyranitar,134,110,95,600,"Rock,Dark"
700,100,,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,Tyranitar,164,150,95,700,"Rock,Dark"
680,106,,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,Lugia,90,130,90,680,"Psychic,Flying"
680,106,,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,Ho-oh,130,90,110,680,"Fire,Flying"
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,Celebi,100,100,100,600,"Psychic,Grass"
310,40,,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,Treecko,45,35,65,310,Grass
405,50,,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,Grovyle,65,45,85,405,Grass
530,70,,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,Sceptile,85,65,105,530,Grass
630,70,,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,Sceptile,110,75,145,630,"Grass,Dragon"
310,45,,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,Torchic,60,40,70,310,Fire
405,60,,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,Combusken,85,60,85,405,"Fire,Fighting"
530,80,,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,Blaziken,120,70,110,530,"Fire,Fighting"
630,80,,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,Blaziken,160,80,130,630,"Fire,Fighting"
310,50,,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,Mudkip,70,50,50,310,Water
405,70,,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,Marshtomp,85,70,60,405,"Water,Ground"
535,100,,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,Swampert,110,90,85,535,"Water,Ground"
635,100,,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,Swampert,150,110,95,635,"Water,Ground"
220,35,,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,Poochyena,55,35,30,220,Dark
420,70,,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,Mightyena,90,70,60,420,Dark
240,38,,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,Zigzagoon,30,41,30,240,Normal
240,38,,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,Zigzagoon,30,41,30,240,"Dark,Normal"
420,78,,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,Linoone,70,61,50,420,Normal
420,78,,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,Linoone,70,61,50,420,"Dark,Normal"
195,45,,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,Wurmple,45,35,20,195,Bug
205,50,,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,Silcoon,35,55,25,205,Bug
395,60,,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,Beautifly,70,50,100,395,"Bug,Flying"
205,50,,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,Cascoon,35,55,25,205,Bug
385,60,,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,Dustox,50,70,50,385,"Bug,Poison"
220,40,,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,Lotad,30,30,40,220,"Water,Grass"
340,60,,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,Lombre,50,50,60,340,"Water,Grass"
480,80,,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,Ludicolo,70,70,90,480,"Water,Grass"
220,40,,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,Seedot,40,50,30,220,Grass
340,70,,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,Nuzleaf,70,40,60,340,"Grass,Dark"
480,90,,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,Shiftry,100,60,90,480,"Grass,Dark"
270,40,,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,Taillow,55,30,30,270,"Normal,Flying"
455,60,,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,Swellow,85,60,75,455,"Normal,Flying"
270,40,,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,Wingull,30,30,55,270,"Water,Flying"
440,60,,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,Pelipper,50,100,95,440,"Water,Flying"
198,28,,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,Ralts,25,25,45,198,"Psychic,Fairy"
278,38,,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,Kirlia,35,35,65,278,"Psychic,Fairy"
518,68,,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,Gardevoir,65,65,125,518,"Psychic,Fairy"
618,68,,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,Gardevoir,85,65,165,618,"Psychic,Fairy"
269,40,,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,Surskit,30,32,50,269,"Bug,Water"
454,70,,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,Masquerain,60,62,100,454,"Bug,Flying"
295,60,,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,Shroomish,40,60,40,295,Grass
460,60,,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,Breloom,130,80,60,460,"Grass,Fighting"
280,60,,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,Slakoth,60,60,35,280,Normal
440,80,,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,Vigoroth,80,80,55,440,Normal
670,150,,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,Slaking,160,100,95,670,Normal
266,31,,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,Nincada,45,90,30,266,"Bug,Ground"
456,61,,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,Ninjask,90,45,50,456,"Bug,Flying"
236,1,,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,Shedinja,90,45,30,236,"Bug,Ghost"
240,64,,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,Whismur,51,23,51,240,Normal
360,84,,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,Loudred,71,43,71,360,Normal
490,104,,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,Exploud,91,63,91,490,Normal
237,72,,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,Makuhita,60,30,20,237,Fighting
474,144,,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,Hariyama,120,60,40,474,Fighting
190,50,,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,Azurill,20,40,20,190,"Normal,Fairy"
375,30,,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,Nosepass,45,135,45,375,Rock
260,50,,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,Skitty,45,45,35,260,Normal
400,70,,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,Delcatty,65,65,55,400,Normal
380,50,,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,Sableye,75,75,65,380,"Dark,Ghost"
480,50,,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,Sableye,85,125,85,480,"Dark,Ghost"
380,50,,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,Mawile,85,85,55,380,"Steel,Fairy"
480,50,,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,Mawile,105,125,55,480,"Steel,Fairy"
330,50,,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,Aron,70,100,40,330,"Steel,Rock"
430,60,,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,Lairon,90,140,50,430,"Steel,Rock"
530,70,,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,Aggron,110,180,60,530,"Steel,Rock"
630,70,,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,Aggron,140,230,60,630,Steel
280,30,,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,Meditite,40,55,40,280,"Fighting,Psychic"
410,60,,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,Medicham,60,75,60,410,"Fighting,Psychic"
510,60,,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,Medicham,100,85,80,510,"Fighting,Psychic"
295,40,,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,Electrike,45,40,65,295,Electric
475,70,,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,Manectric,75,60,105,475,Electric
575,70,,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,Manectric,75,80,135,575,Electric
405,60,,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,Plusle,50,40,85,405,Electric
405,60,,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,Minun,40,50,75,405,Electric
430,65,,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,Volbeat,73,75,47,430,Bug
430,65,,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,Illumise,47,75,73,430,Bug
400,50,,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,Roselia,60,45,100,400,"Grass,Poison"
302,70,,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,Gulpin,43,53,43,302,Poison
467,100,,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,Swalot,73,83,73,467,Poison
305,45,,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,Carvanha,90,20,65,305,"Water,Dark"
460,70,,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,Sharpedo,120,40,95,460,"Water,Dark"
560,70,,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,Sharpedo,140,70,110,560,"Water,Dark"
400,130,,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,Wailmer,70,35,70,400,Water
500,170,,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,Wailord,90,45,90,500,Water
305,60,,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,Numel,60,40,65,305,"Fire,Ground"
460,70,,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,Camerupt,100,70,105,460,"Fire,Ground"
560,70,,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,Camerupt,120,100,145,560,"Fire,Ground"
470,70,,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,Torkoal,85,140,85,470,Fire
330,60,,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,Spoink,25,35,70,330,Psychic
470,80,,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,Grumpig,45,65,90,470,Psychic
360,60,,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,Spinda,60,60,60,360,Normal
290,45,,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,Trapinch,100,45,45,290,Ground
340,50,,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,Vibrava,70,50,50,340,"Ground,Dragon"
520,80,,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,Flygon,100,80,80,520,"Ground,Dragon"
335,50,,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,Cacnea,85,40,85,335,Grass
475,70,,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,Cacturne,115,60,115,475,"Grass,Dark"
310,45,,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,Swablu,40,60,40,310,"Normal,Flying"
490,75,,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,Altaria,70,90,70,490,"Dragon,Flying"
590,75,,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,Altaria,110,110,110,590,"Dragon,Fairy"
458,73,,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,Zangoose,115,60,60,458,Normal
458,73,,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,Seviper,100,60,100,458,Poison
460,90,,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,Lunatone,55,65,95,460,"Rock,Psychic"
460,90,,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,Solrock,95,85,55,460,"Rock,Psychic"
288,50,,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,Barboach,48,43,46,288,"Water,Ground"
468,110,,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,Whiscash,78,73,76,468,"Water,Ground"
308,43,,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,Corphish,80,65,50,308,Water
468,63,,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,Crawdaunt,120,85,90,468,"Water,Dark"
300,40,,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,Baltoy,40,55,40,300,"Ground,Psychic"
500,60,,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,Claydol,70,105,70,500,"Ground,Psychic"
355,66,,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,Lileep,41,77,61,355,"Rock,Grass"
495,86,,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,Cradily,81,97,81,495,"Rock,Grass"
355,45,,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,Anorith,95,50,40,355,"Rock,Bug"
495,75,,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,Armaldo,125,100,70,495,"Rock,Bug"
200,20,,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,Feebas,15,20,10,200,Water
540,95,,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,Milotic,60,79,100,540,Water
420,70,,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Castform,70,70,70,420,Normal
420,70,,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Castform,70,70,70,420,Fire
420,70,,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Castform,70,70,70,420,Water
420,70,,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Castform,70,70,70,420,Ice
440,60,,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,Kecleon,90,70,60,440,Normal
295,44,,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,Shuppet,75,35,63,295,Ghost
455,64,,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,Banette,115,65,83,455,Ghost
555,64,,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,Banette,165,75,93,555,Ghost
295,20,,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,Duskull,40,90,30,295,Ghost
455,40,,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,Dusclops,70,130,60,455,Ghost
460,99,,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,Tropius,68,83,72,460,"Grass,Flying"
455,75,,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,Chimecho,50,80,95,455,Psychic
465,65,,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,Absol,130,60,75,465,Dark
565,65,,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,Absol,150,60,115,565,Dark
260,95,,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,Wynaut,23,48,23,260,Psychic
300,50,,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,Snorunt,50,50,50,300,Ice
480,80,,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,Glalie,80,80,80,480,Ice
580,80,,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,Glalie,120,80,120,580,Ice
290,70,,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,Spheal,40,50,55,290,"Ice,Water"
410,90,,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,Sealeo,60,70,75,410,"Ice,Water"
530,110,,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,Walrein,80,90,95,530,"Ice,Water"
345,35,,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,Clamperl,64,85,74,345,Water
485,55,,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,Huntail,104,105,94,485,Water
485,55,,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,Gorebyss,84,105,114,485,Water
485,100,,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,Relicanth,90,130,45,485,"Water,Rock"
330,43,,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,Luvdisc,30,55,40,330,Water
300,45,,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,Bagon,75,60,40,300,Dragon
420,65,,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,Shelgon,95,100,60,420,Dragon
600,95,,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,Salamence,135,80,110,600,"Dragon,Flying"
700,95,,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,Salamence,145,130,120,700,"Dragon,Flying"
300,40,,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,Beldum,55,80,35,300,"Steel,Psychic"
420,60,,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,Metang,75,100,55,420,"Steel,Psychic"
600,80,,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,Metagross,135,130,95,600,"Steel,Psychic"
700,80,,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,Metagross,145,150,105,700,"Steel,Psychic"
580,80,,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,Regirock,100,200,50,580,Rock
580,80,,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,Regice,50,100,100,580,Ice
580,80,,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,Registeel,75,150,75,580,Steel
600,80,,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,Latias,80,90,110,600,"Dragon,Psychic"
700,80,,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,Latias,100,120,140,700,"Dragon,Psychic"
600,80,,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,Latios,90,80,130,600,"Dragon,Psychic"
700,80,,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,Latios,130,100,160,700,"Dragon,Psychic"
670,100,,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,Kyogre,100,90,150,670,Water
770,100,,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,Kyogre,150,90,180,770,Water
670,100,,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,Groudon,150,140,100,670,Ground
770,100,,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,Groudon,180,160,150,770,"Ground,Fire"
680,105,,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,Rayquaza,150,90,150,680,"Dragon,Flying"
780,105,,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,Rayquaza,180,100,180,780,"Dragon,Flying"
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,Jirachi,100,100,100,600,"Steel,Psychic"
600,50,,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,Deoxys,150,50,150,600,Psychic
